41;Butyl mercaptan;C4H10S;109-79-5;90.187;4.9702;0.41199;;;157.46;4.3505;570.10;0
42;sec-Butyl mercaptan;C4H10S;513-53-1;90.187;4.6432;0.399;;;133.02;4.1614;554.00;0
43;1-Butyne;C4H6;107-00-6;54.090;3.6972;0.39168;;;147.43;3.1511;440.00;0
44;Butyraldehyde;C4H8O;123-72-8;72.106;4.6403;0.3849;;;176.75;3.9797;537.20;0
45;Butyric acid;C4H8O2;107-92-6;88.105;6.1947;1.6524;-2.8505;1.6285;250.00;4.1619;615.70;0
46;Butyronitrile;C4H7N;109-74-0;69.105;5.22;0.165;0.6692;-0.539;161.25;4.7223;582.25;0
47;Carbon dioxide;CO2;124-38-9;44.010;2.173;0.382;-0.4339;0.42213;216.58;1.5202;304.21;0
48;Carbon disulfide;CS2;75-15-0;76.141;3.496;0.2986;;;161.11;3.1537;552.00;0
49;Carbon monoxide;CO;630-08-0;28.010;0.8585;0.4921;-0.326;0.2231;68.13;0.6517;132.50;915280
50;Carbon tetrachloride;CCl4;56-23-5;153.823;4.3252;0.37688;;;250.33;3.4528;556.35;0
51;Carbon tetrafluoride;CF4;75-73-0;88.004;1.9311;0.94983;-1.0615;0.51894;89.56;1.4215;227.51;0
52;Chlorine;Cl2;7782-50-5;70.906;3.068;0.8458;-0.9001;0.453;172.12;2.2878;417.15;0
53;Chlorobenzene;C6H5Cl;108-90-7;112.557;5.148;0.36614;;;227.95;4.3707;632.35;0
54;Chloroethane;C2H5Cl;75-00-3;64.514;3.524;0.3652;;;134.80;3.1052;460.35;0
55;Chloroform;CHCl3;67-66-3;119.378;4.186;0.3584;;;209.63;3.5047;536.40;0
56;Chloromethane;CH3Cl;74-87-3;50.488;2.9745;0.353;;;175.43;2.4520;416.25;0
57;1-Chloropropane;C3H7Cl;540-54-5;78.541;3.989;0.37956;;;150.35;3.4862;503.15;0
58;2-Chloropropane;C3H7Cl;75-29-6;78.541;3.8871;0.38043;;;155.97;3.3586;489.00;0
59;m-Cresol;C7H8O;108-39-4;108.138;8.0082;0.45314;;;285.39;6.3326;705.85;0
60;o-Cresol;C7H8O;95-48-7;108.138;7.1979;0.40317;;;304.19;5.7135;697.55;0
61;p-Cresol;C7H8O;106-44-5;108.138;8.4942;0.50234;;;307.93;6.3649;704.65;0
62;Cumene;C9H12;98-82-8;120.192;5.766;0.38939;;;177.14;5.0717;631.00;0
63;Cyanogen;C2N2;460-19-5;52.035;3.384;0.3707;;;245.25;2.3803;400.15;0
64;Cyclobutane;C4H8;287-23-0;56.106;3.334;0.3395;;;182.48;2.8083;459.93;0
65;Cyclohexane;C6H12;110-82-7;84.159;4.4902;0.39881;;;279.69;3.3920;553.80;0
66;Cyclohexanol;C6H12O;108-93-0;100.159;9.1791;0.6382;;;296.60;6.2221;650.10;0
67;Cyclohexanone;C6H10O;108-94-1;98.143;5.6772;0.37431;;;242.00;4.7739;653.00;0
68;Cyclohexene;C6H10;110-83-8;82.144;4.4405;0.37479;;;169.67;3.8791;560.40;0
69;Cyclopentane;C5H10;287-92-3;70.133;3.8911;0.36111;;;179.28;3.3299;511.70;0
70;Cyclopentene;C5H8;142-29-0;68.117;3.8107;0.3543;;;138.13;3.4046;507.00;0
71;Cyclopropane;C3H6;75-19-4;42.080;2.7672;0.35588;;;145.59;2.3532;398.00;0
72;Cyclohexyl mercaptan;C6H12S;1569-69-3;116.224;5.6067;0.38729;;;189.64;4.9220;664.00;0
73;Decanal;C10H20O;112-31-2;156.265;7.9073;0.4129;;;267.15;6.4201;674.20;0
74;Decane;C10H22;124-18-5;142.282;6.6126;0.39797;;;243.51;5.4168;617.70;0
75;Decanoic acid;C10H20O2;334-48-5;172.265;13.107;1.0674;-0.97372;0.40491;304.55;8.7931;722.10;0
76;1-Decanol;C10H22O;112-30-1;158.281;7.9041;-1.36;4.0854;-2.3871;280.05;8.2959;688.00;0
77;1-Decene;C10H20;872-05-9;140.266;6.6985;0.76944;-0.79975;0.42379;206.89;5.3524;616.60;0
78;Decyl mercaptan;C10H22S;143-10-2;174.347;8.0617;0.41045;;;247.56;6.7308;696.00;0
79;1-Decyne;C10H18;764-93-2;138.250;6.9461;0.42109;;;229.15;5.7192;619.85;0
80;Deuterium;D2;7782-39-0;4.032;0.1657;0.352;;;18.73;0.1309;38.35;0
81;1,1-Dibromoethane;C2H4Br2;557-91-5;187.861;5.712;0.5255;;;210.15;4.6111;628.00;0
82;1,2-Dibromoethane;C2H4Br2;106-93-4;187.861;5.37;0.416;;;282.85;4.2346;650.15;0
83;Dibromomethane;CH2Br2;74-95-3;173.835;4.82;0.3771;;;220.60;4.0709;611.00;0
84;Dibutyl ether;C8H18O;142-96-1;130.228;5.9616;0.38833;;;175.30;5.1902;584.10;0
85;m-Dichlorobenzene;C6H4Cl2;541-73-1;147.002;5.6899;0.35765;;;248.39;4.8419;683.95;0
86;o-Dichlorobenzene;C6H4Cl2;95-50-1;147.002;6.2117;0.42845;;;256.15;5.1191;705.00;0
87;p-Dichlorobenzene;C6H4Cl2;106-46-7;147.002;5.9765;0.38559;;;326.14;4.6573;684.75;0
88;1,1-Dichloroethane;C2H4Cl2;75-34-3;98.959;4.2117;0.36927;;;176.19;3.6189;523.00;0
89;1,2-Dichloroethane;C2H4Cl2;107-06-2;98.959;4.5507;0.34444;;;237.49;3.7657;561.60;0
90;Dichloromethane;CH2Cl2;75-09-2;84.933;4.186;0.4092;;;178.01;3.5116;510.00;0
91;1,1-Dichloropropane;C3H6Cl2;78-99-9;112.986;4.774;0.39204;;;200.00;4.0147;560.00;0
92;1,2-Dichloropropane;C3H6Cl2;78-87-5;112.986;4.675;0.36529;;;172.71;4.0997;572.00;0
93;Diethanol amine;C4H11NO2;111-42-2;105.136;10.154;0.3403;;;301.15;8.4908;736.60;0
94;Diethyl amine;C4H11N;109-89-7;73.137;4.6133;0.42628;;;223.35;3.5761;496.60;0
95;Diethyl ether;C4H10O;60-29-7;74.122;4.06;0.3868;;;156.85;3.4651;466.70;0
96;Diethyl sulfide;C4H10S;352-93-2;90.187;4.7659;0.37987;;;169.20;4.1537;557.15;0
97;1,1-Difluoroethane;C2H4F2;75-37-6;66.050;3.2312;0.37653;;;154.56;2.6659;386.44;0
98;1,2-Difluoroethane;C2H4F2;624-72-6;66.050;3.4552;0.3499;;;215.00;2.7427;445.00;0
99;Difluoromethane;CH2F2;75-10-5;52.023;2.8081;0.3364;;;136.95;2.3781;351.26;0
100;Di-isopropyl amine;C6H15N;108-18-9;101.190;5.007;0.4362;;;176.85;4.1823;523.10;0
101;Di-isopropyl ether;C6H14O;108-20-3;102.175;4.6117;0.4;;;187.65;3.8207;500.05;0
102;Di-isopropyl ketone;C7H14O;565-80-0;114.185;5.0256;0.29611;;;204.81;4.4125;576.00;0
103;1,1-Dimethoxyethane;C4H10O2;534-15-6;90.121;4.3872;0.56226;-0.60662;0.4202;159.95;3.7528;507.80;0
104;1,2-Dimethoxypropane;C5H12O2;7778-85-0;104.148;4.7999;0.30724;-0.024545;0.091361;226.10;4.0557;543.00;0
105;Dimethyl acetylene;C4H6;503-17-3;54.090;3.856;0.3737;;;240.91;2.9557;473.20;0
106;Dimethyl amine;C2H7N;124-40-3;45.084;4.09;0.42005;;;180.96;3.2678;437.20;0
107;2,3-Dimethylbutane;C6H14;79-29-8;86.175;4.1509;0.38383;;;145.19;3.6388;500.00;0
108;1,1-Dimethylcyclohexane;C8H16;590-66-9;112.213;5.0402;0.4036;;;239.66;4.0862;591.15;0
109;cis-1,2-Dimethylcyclohexane;C8H16;2207-01-4;112.213;5.2852;0.41607;;;223.16;4.3662;606.15;0
110;trans-1,2-Dimethylcyclohexane;C8H16;6876-23-9;112.213;5.1194;0.405;;;184.99;4.4043;596.15;0
111;Dimethyl disulfide;C2H6S2;624-92-0;94.199;4.9825;0.3958;;;188.44;4.3108;615.00;0
112;Dimethyl ether;C2H6O;115-10-6;46.068;2.994;0.3505;;;131.65;2.6032;400.10;0
113;N,N-Dimethyl formamide;C3H7NO;68-12-2;73.094;5.9217;0.37996;;;212.72;5.0931;649.60;0
114;2,3-Dimethylpentane;C7H16;565-59-3;100.202;4.6533;0.37577;;;160.00;4.0745;537.30;0
115;Dimethyl phthalate;C10H10O4;131-11-3;194.184;8.1578;0.29346;;;274.18;7.1632;766.00;0
116;Dimethylsilane;C2H8Si;1111-74-6;60.170;2.8365;0.35393;;;122.93;2.4928;402.00;0
117;Dimethyl sulfide;C2H6S;75-18-3;62.134;3.9022;0.37731;;;174.88;3.3213;503.04;0
118;Dimethyl sulfoxide;C2H6OS;67-68-5;78.133;6.629;0.4084;;;291.67;5.3804;729.00;0
119;Dimethyl terephthalate;C10H10O4;120-61-6;194.184;7.236;0.2424;;;413.80;6.0070;772.00;0
120;1,4-Dioxane;C4H8O2;123-91-1;88.105;5.051;0.3791;;;284.95;3.9263;587.00;0
121;Diphenyl ether;C12H10O;101-84-8;170.207;6.8243;0.30877;;;300.03;5.8546;766.80;0
122;Dipropyl amine;C6H15N;142-84-7;101.190;5.428;0.3665;;;210.15;4.5500;550.00;0
123;Dodecane;C12H26;112-40-3;170.335;7.7337;0.40681;;;263.57;6.2802;658.00;0
124;Eicosane;C20H42;112-95-8;282.547;12.86;0.50351;0.32986;-0.42184;309.58;9.5933;768.00;0
125;Ethane;C2H6;74-84-0;30.069;2.1091;0.60646;-0.55492;0.32799;90.35;1.7879;305.32;0
126;Ethanol;C2H6O;64-17-5;46.068;5.5789;0.31245;;;159.05;4.9694;514.00;0
127;Ethyl acetate;C4H8O2;141-78-6;88.105;4.933;0.3847;;;189.60;4.1490;523.30;0
128;Ethyl amine;C2H7N;75-04-7;45.084;4.275;0.5857;-0.332;0.169;192.15;3.2955;456.15;0
129;Ethylbenzene;C8H10;100-41-4;106.165;5.4805;0.39524;;;178.20;4.7900;617.15;0
130;Ethyl benzoate;C9H10O2;93-89-0;150.175;6.7093;0.33273;;;238.45;5.8382;698.00;0
131;2-Ethyl butanoic acid;C6H12O2;88-09-5;116.158;7.898;0.39445;;;258.15;6.4816;655.00;0
132;Ethyl butyrate;C6H12O2;105-54-4;116.158;5.6419;0.37985;;;175.15;4.9090;571.00;0
133;Ethylcyclohexane;C8H16;1678-91-7;112.213;5.3832;0.41763;;;161.84;4.7318;609.15;0
134;Ethylcyclopentane;C7H14;1640-89-7;98.186;4.8287;0.37804;;;134.71;4.3603;569.50;0
135;Ethylene;C2H4;74-85-1;28.053;1.8844;0.36485;;;104.00;1.5936;282.34;0
136;Ethylenediamine;C2H8N2;107-15-3;60.098;5.7521;0.34513;;;284.29;4.5918;593.00;0
137;Ethylene glycol;C2H6O2;107-21-1;62.068;8.3518;0.42625;;;260.15;6.8989;720.00;0
138;Ethyleneimine;C2H5N;151-56-4;43.068;4.94;0.466;;;195.20;4.0022;537.00;0
139;Ethylene oxide;C2H4O;75-21-8;44.053;3.6652;0.37878;;;160.65;3.1271;469.15;0
140;Ethyl formate;C3H6O2;109-94-4;74.079;4.5909;0.4123;;;193.55;3.7679;508.40;0
141;2-Ethyl hexanoic acid;C8H16O2;149-57-5;144.211;11.184;0.86189;-0.47845;0.048646;235.00;8.2832;674.60;0
142;Ethylhexyl ether;C8H18O;5756-43-4;130.228;6.2786;0.39513;;;180.00;5.4262;583.00;0
143;Ethylisopropyl ether;C5H12O;625-54-7;88.148;4.258;0.37221;;;140.00;3.7556;489.00;0
144;Ethylisopropyl ketone;C6H12O;565-69-5;100.159;5.2207;0.34893;;;204.15;4.4677;567.00;0
145;Ethyl mercaptan;C2H6S;75-08-1;62.134;3.844;0.37534;;;125.26;3.4489;499.15;0
146;Ethyl propionate;C5H10O2;105-37-3;102.132;5.3325;0.401;;;199.25;4.4449;546.00;0
147;Ethylpropyl ether;C5H12O;628-32-0;88.148;5.438;0.60624;;;145.65;4.4140;500.23;0
148;Ethyltrichlorosilane;C2H5Cl3Si;115-21-9;163.506;4.9482;0.39871;;;167.55;4.2942;559.95;0
149;Fluorine;F2;7782-41-4;37.997;0.88757;0.34072;;;53.48;0.7578;144.12;0
150;Fluorobenzene;C6H5F;462-06-6;96.102;4.582;0.3717;;;230.94;3.7605;560.09;0
151;Fluoroethane;C2H5F;353-36-6;48.060;2.7617;0.32162;;;129.95;2.4089;375.31;0
152;Fluoromethane;CH3F;593-53-3;34.033;2.4708;0.37014;;;131.35;2.0276;317.42;0
153;Formaldehyde;CH2O;50-00-0;30.026;3.076;0.2954;;;181.15;2.5863;408.00;0
154;Formamide;CH3NO;75-12-7;45.041;7.358;0.3564;;;275.70;6.2844;771.00;0
155;Formic acid;CH2O2;64-18-6;46.026;2.3195;1.9091;-5.0003;3.2641;250.00;1.8865;588.00;0
156;Furan;C4H4O;110-00-9;68.074;4.005;0.3995;;;196.29;3.2647;490.15;0
157;Helium-4;He;7440-59-7;4.003;0.012504;1.3038;-2.6954;1.7098;2.20;0.0097;5.20;0
158;Heptadecane;C17H36;629-78-7;240.468;10.473;0.4374;;;295.13;8.3699;736.00;0
159;Heptanal;C7H14O;111-71-7;114.185;5.956;0.36474;;;229.80;5.0248;616.80;0
160;Heptane;C7H16;142-82-5;100.202;5.0014;0.38795;;;182.57;4.2619;540.20;0
161;Heptanoic acid;C7H14O2;111-14-8;130.185;11.274;0.86047;-0.40661;-0.012644;265.83;7.9579;677.30;0
162;1-Heptanol;C7H16O;111-70-6;116.201;7.0236;-1.3652;3.987;-2.2545;239.15;7.6498;632.30;0
163;2-Heptanol;C7H16O;543-49-7;116.201;9.6433;0.783;-0.27273;0.038495;230.00;6.9638;608.30;0
164;3-Heptanone;C7H14O;106-35-4;114.185;6.3357;0.42167;;;234.15;5.1579;606.60;0
165;2-Heptanone;C7H14O;110-43-0;114.185;6.1425;0.39802;;;238.15;5.0471;611.40;0
166;1-Heptene;C7H14;592-76-7;98.186;4.9437;0.35428;0.22149;-0.2353;154.12;4.3208;537.40;0
167;Heptyl mercaptan;C7H16S;1639-09-4;132.267;6.5473;0.40968;;;229.92;5.4656;645.00;0
168;1-Heptyne;C7H12;628-71-7;96.170;4.8222;0.33858;;;192.22;4.1647;547.00;0
169;Hexadecane;C16H34;544-76-3;226.441;10.156;0.45726;;;291.31;8.0225;723.00;0
170;Hexanal;C6H12O;66-25-1;100.159;5.6661;0.38533;;;217.15;4.7495;591.00;0
171;Hexane;C6H14;110-54-3;86.175;4.4544;0.39002;;;177.83;3.7647;507.60;0
172;Hexanoic acid;C6H12O2;142-62-1;116.158;9.0746;0.8926;-0.75172;0.34378;269.25;6.4783;660.20;0
173;1-Hexanol;C6H14O;111-27-3;102.175;7.035;-0.9575;3.1431;-1.8066;228.55;7.1509;611.30;0
174;2-Hexanol;C6H14O;626-93-7;102.175;11.55;2.2877;-3.6724;2.1326;223.00;6.5014;585.30;0
175;2-Hexanone;C6H12O;591-78-6;100.159;5.6231;0.38207;;;217.35;4.7135;587.61;0
176;3-Hexanone;C6H12O;589-38-8;100.159;5.6232;0.39972;;;217.50;4.6655;582.82;0
177;1-Hexene;C6H12;592-41-6;84.159;4.1429;0.49118;-0.44821;0.32105;133.39;3.6691;504.00;0
178;3-Hexyne;C6H10;928-49-4;82.144;4.808;0.436;;;170.05;4.0831;544.00;0
179;Hexyl mercaptan;C6H14S;111-31-9;118.240;5.8422;0.38704;;;192.62;5.0630;623.00;0
180;1-Hexyne;C6H10;693-02-7;82.144;4.574;0.3698;;;141.25;4.0640;516.20;0
181;2-Hexyne;C6H10;764-35-2;82.144;4.911;0.4392;;;183.65;4.1067;549.00;0
182;Hydrazine;H4N2;302-01-2;32.045;5.9794;0.9424;-1.398;0.8862;274.69;4.5238;653.15;0
183;Hydrogen;H2;1333-74-0;2.016;0.10127;0.698;-1.817;1.447;13.95;0.0913;33.19;0
184;Hydrogen bromide;HBr;10035-10-6;80.912;2.485;0.39;;;185.15;1.8817;363.15;0
185;Hydrogen chloride;HCl;7647-01-0;36.461;2.2093;0.3466;;;158.97;1.7498;324.65;0
186;Hydrogen cyanide;CHN;74-90-8;27.025;3.349;0.2053;;;259.83;2.8176;456.65;0
187;Hydrogen fluoride;HF;7664-39-3;20.006;13.451;13.36;-23.383;10.785;277.56;0.7104;461.15;0
188;Hydrogen sulfide;H2S;7783-06-4;34.081;2.5676;0.37358;;;187.68;1.9782;373.53;0
189;Isobutyric acid;C4H8O2;79-31-2;88.105;4.0385;0.82698;-2.033;1.4769;227.15;3.5534;605.00;0
190;Isopropyl amine;C3H9N;75-31-0;59.110;4.4041;0.43325;;;177.95;3.5874;471.85;0
191;Malonic acid;C3H4O4;141-82-2;104.061;11.767;0.37877;;;407.95;9.0033;805.00;0
192;Methacrylic acid;C4H6O2;79-41-4;86.089;4.6095;0.23331;;;288.15;4.0342;662.00;0
193;Methane;CH4;74-82-8;16.042;1.0194;0.26087;-0.14694;0.22154;90.69;0.8724;190.56;0
194;Methanol;CH4O;67-56-1;32.042;5.0451;0.33594;;;175.47;4.3825;512.50;0
195;N-Methyl acetamide;C3H7NO;79-16-3;73.094;7.3402;0.38974;;;301.15;5.9384;718.00;0
196;Methyl acetate;C3H6O2;79-20-9;74.079;4.492;0.3685;;;175.15;3.8418;506.55;0
197;Methyl acetylene;C3H4;74-99-7;40.064;3.1889;0.37881;;;170.45;2.5882;402.40;0
198;Methyl acrylate;C4H6O2;96-33-3;86.089;4.68;0.349;;;196.32;3.9913;536.00;0
199;Methyl amine;CH5N;74-89-5;31.057;3.858;0.404;;;179.69;3.1006;430.05;0
200;Methyl benzoate;C8H8O2;93-58-3;136.148;6.8504;0.38852;;;260.75;5.7026;693.00;0
201;3-Methyl-1,2-butadiene;C5H8;598-25-4;68.117;4.1233;0.426;;;159.53;3.4864;490.00;0
202;2-Methylbutane;C5H12;78-78-4;72.149;3.7593;0.39173;;;113.25;3.3657;460.40;0
203;2-Methylbutanoic acid;C5H10O2;116-53-0;102.132;7.48;0.3933;;;193.00;6.5004;643.00;0
204;3-Methyl-1-butanol;C5H12O;123-51-3;88.148;10.178;1.3211;-1.2234;0.44836;155.95;7.3738;577.20;0
205;2-Methyl-1-butene;C5H10;563-46-2;70.133;3.9091;0.39866;;;135.58;3.4072;465.00;0
206;2-Methyl-2-butene;C5H10;513-35-9;70.133;3.9248;0.36173;;;139.39;3.4558;470.00;0
207;2-Methyl;-1-butene-3-yne;C5H6;78-80-8;66.101;3.648;0.3863;;160.15;3.1332;492.00;0
208;Methylbutyl ether;C5H12O;628-28-4;88.148;4.5302;0.37779;;;157.48;3.9438;512.74;0
209;Methylbutyl sulfide;C5H12S;628-29-5;104.214;5.3416;0.3835;;;175.30;4.6699;593.00;0
210;3-Methyl-1-butyne;C5H8;598-23-2;68.117;3.792;0.3565;;;183.45;3.1681;463.20;0
211;Methyl butyrate;C5H10O2;623-42-7;102.132;5.3781;0.39523;;;187.35;4.5694;554.50;0
212;Methylchlorosilane;CH5ClSi;993-00-0;80.589;3.2835;0.33116;;;139.05;2.8974;442.00;0
213;Methylcyclohexane;C7H14;108-87-2;98.186;4.7528;0.39437;;;146.58;4.2291;572.10;0
214;1-Methylcyclohexanol;C7H14O;590-67-0;114.185;6.477;0.4853;;;299.15;4.9050;686.00;0
215;cis-2-Methylcyclohexanol;C7H14O;7443-70-1;114.185;7.8011;0.4172;;;280.15;6.0500;614.00;0
216;trans-2-Methylcyclohexanol;C7H14O;7443-52-9;114.185;7.8995;0.42479;;;269.15;6.1926;617.00;0
217;Methylcyclopentane;C6H12;96-37-7;84.159;4.3595;0.38507;;;130.73;3.9115;532.70;0
218;1-Methylcyclopentene;C6H10;693-89-0;82.144;4.3541;0.36805;;;146.62;3.8769;542.00;0
219;3-Methylcyclopentene;C6H10;1120-62-3;82.144;4.209;0.36779;;;115.00;3.8439;526.00;0
220;Methyldichlorosilane;CH4Cl2Si;75-54-7;115.034;3.6756;0.31266;;;182.55;3.1686;483.00;0
221;Methylethyl ether;C3H8O;540-67-0;60.095;3.53;0.376;;;160.00;2.9751;437.80;0
222;Methylethyl ketone;C4H8O;78-93-3;72.106;4.622;0.355;;;186.48;3.9704;535.50;0
223;Methylethyl sulfide;C3H8S;624-89-5;76.161;4.4842;0.41151;;;167.23;3.8406;533.00;0
224;Methyl formate;C2H4O2;107-31-3;60.052;4.103;0.3825;;;174.15;3.4644;487.20;0
225;Methylisobutyl ether;C5H12O;625-44-5;88.148;4.2678;0.37995;;;150.00;3.7232;497.00;0
226;Methylisobutyl ketone;C6H12O;108-10-1;100.159;5.4687;0.40583;;;189.15;4.6507;574.60;0
227;Methyl;Isocyanate;C2H3NO;624-83-9;57.051;4.2967;0.37922;;256.15;3.2402;488.00;0
228;Methylisopropyl ether;C4H10O;598-53-8;74.122;3.8501;0.36453;;;127.93;3.4235;464.48;0
229;Methylisopropyl ketone;C5H10O;563-80-4;86.132;4.7075;0.33601;;;180.15;4.1240;553.40;0
230;Methylisopropyl sulfide;C4H10S;1551-21-9;90.187;4.5052;0.36493;;;171.64;3.9340;553.10;0
231;Methyl mercaptan;CH4S;74-93-1;48.107;3.4448;0.37427;;;150.18;2.9825;469.95;0
232;Methyl methacrylate;C5H8O2;80-62-6;100.116;5.468;0.4472;;;224.95;4.3596;566.00;0
233;2-Methyloctanoic acid;C9H18O2;3004-93-1;158.238;10.53;0.7454;-0.39297;0.047214;240.00;8.1106;694.00;0
234;2-Methylpentane;C6H14;107-83-5;86.175;4.2522;0.3807;;;119.55;3.8300;497.70;0
235;Methyl pentyl ether;C6H14O;628-80-8;102.175;5.0002;0.3781;;;176.00;4.3168;546.49;0
236;2-Methylpropane;C4H10;75-28-5;58.122;3.188;0.39006;;;113.54;2.8070;407.80;0
237;2-Methyl-2-propanol;C4H10O;75-65-0;74.122;7.7646;0.56757;;;298.97;4.6771;506.20;0
238;2-Methyl propene;C4H8;115-11-7;56.106;3.2614;0.38073;;;132.81;2.8195;417.90;0
239;Methyl propionate;C4H8O2;554-12-1;88.105;5.008;0.3959;;;185.65;4.2231;530.60;0
240;Methylpropyl ether;C4H10O;557-17-5;74.122;4.2719;0.43175;;;133.97;3.7041;476.25;0
241;Methylpropyl sulfide;C4H10S;3877-15-4;90.187;4.8253;0.38087;;;160.17;4.2499;565.00;0
242;Methylsilane;CH6Si;992-94-9;46.144;2.2656;0.30269;;;116.34;2.0069;352.50;0
243;alpha-Methyl styrene;C9H10;98-83-9;118.176;5.8071;0.37009;;;249.95;4.8591;654.00;0
244;Methyl tert-butyl ether;C5H12O;1634-04-4;88.148;3.872;0.044;0.448;-0.112;164.55;3.6017;497.10;0
245;Methyl vinyl ether;C3H6O;107-25-5;58.079;3.587;0.3769;;;151.15;3.0567;437.00;0
246;Naphthalene;C10H8;91-20-3;128.171;7.0911;0.46468;;;353.43;5.2691;748.40;0
247;Neon;Ne;7440-01-9;20.180;0.2389;0.3494;;;24.56;0.1803;44.40;0
248;Nitroethane;C2H5NO2;79-24-3;75.067;5.1459;0.33017;;;183.63;4.5533;593.00;0
249;Nitrogen;N2;7727-37-9;28.013;0.74905;0.40406;-0.317;0.27343;63.15;0.6024;126.20;0
250;Nitrogen trifluoride;F3N;7783-54-2;71.002;1.6402;0.36494;;;66.46;1.4519;234.00;0
251;Nitromethane;CH3NO2;75-52-5;61.040;4.7417;0.3062;;;244.60;4.0220;588.15;0
252;Nitrous oxide;N2O;10024-97-2;44.013;2.3215;0.384;;;182.30;1.6502;309.57;0
253;Nitric oxide;NO;10102-43-9;30.006;2.131;0.4056;;;109.50;1.4578;180.15;0
